"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"4875833","","","","","2007-01-31 20:02:20 +0000","web","Trying to figure this out"
